name,dividend_yield_ttm,country,earnings_ttm,marketcap,pe_ratio_ttm,revenue_ttm,price,gdp_per_capita_usd,gdp_growth_percent,inflation_percent,interest_rate_percent,unemployment_rate_percent,exchange_rate_to_usd,inflation,interest_rate,unemployment,pc_class
Offerpad,0.0,United States,-85194311.7,108287516.2756326,-0.356332,1292371264.6,3.95874527394,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Grom Social Enterprises,0.0,United States,-20104513.0,219644.62708104,-0.00047934,4748919.8629,0.0243465269,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
GXO Logistics,0.0,United States,309300200.0,6161540308.713531,31.0655,13244950300.0,51.57568258496,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Whole Earth Brands,0.0,United States,25597786.8,206042950.95009485,-2.31905,704259940.1,4.74270344012,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Bakkt Holdings,0.0,United States,-128295678.0,60701613.96938258,-1.29908,2279833880.8,9.60227020936,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Redwire,0.0,United States,-37898221.2,461997855.8046886,-7.67742,373205200.0,6.94362947188,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
ChargePoint,0.0,United States,-501120004.2,586318405.3553851,-1.29245,564531657.6,1.35853620102,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Portillo's,0.0,United States,78383316.8,791960281.35994,47.1429,897681203.6,12.81601176016,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Hut 8 Mining,0.0,Canada,266352205.7,1094536954.369211,-24.9162,426191391.7,12.01744567784,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Versus Systems,0.0,Canada,-12622566.724,2931186.472070436,-0.246072,141365.5286,1.14915606968,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Stryve Foods,0.0,United States,-21675936.95,5809011.200342528,-0.185227,22806047.0291,1.5581777216,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Nautilus Biotechnology,0.0,United States,-89009440.2,353574707.94927925,-5.93878,0.0,2.81932781502,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
tinyBuild,0.0,United States,20360133.0,21451064.57378048,1.24217,80897339.5,0.0520169390384956,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Thinkific Labs,0.0,Canada,-5108591.262,128743465.2554294,-11.4057,80136859.7752,1.88828741053172,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
MDA Ltd.,0.0,Canada,58863662.36,1457629440.3408709,0.0,813280356.8296,12.1410286483844,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
dentalcorp,0.0,Canada,11573745.083,1125392530.1052313,-32.0992,1390500982.2829,5.930512055906441,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
loanDepot,0.0,United States,-352413069.2,843885058.0816473,-2.22314,904694138.3,2.59533976754,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Nuvation Bio,0.0,United States,-652751232.0,772689175.5889534,-5.82927,1834073.5,2.30805075012,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
ThredUp,0.0,United States,-80760582.8,92151892.5793785,-1.07837,412551508.5,0.8196014815616001,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Custom Truck One Source,0.0,United States,-9299455.6,812006611.7109773,15.6522,2288344748.7,3.4376322121724,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Verve Therapeutics,0.0,United States,-283693466.5,407941865.9224857,-1.57098,26390208.8,4.8206123262,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Privia Health Group,0.0,United States,16458093.7,2085435020.9229424,62.3103,2167247329.9,17.44185187116,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Instil Bio,0.0,United States,-142970822.2,427411919.8249663,-46.2113,0.0,65.71614540848,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Alkami Technology,0.0,United States,-61166031.7,2997014736.1568995,-53.7414,380054537.9,30.27734085284,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Lion Electric,0.0,Canada,-149995259.8,149146418.6631924,-2.93739,289532171.1089,0.659303948452,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
ACV Auctions,0.0,United States,-100088011.0,3287623607.03054,-40.1176,694908082.4,19.73529470514,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Paymentus,0.0,United States,53204746.8,2402827720.2887096,333.5,894056512.0,19.303387317934,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
ImmunityBio,0.0,United States,-580458061.7,2631906272.05812,-3.44737,1671754.8,3.77858097488,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Recursion Pharmaceuticals,0.0,United States,-485454332.5,1924024387.9762163,-5.05797,62142500.1,6.817027531999999,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
ZipRecruiter,0.0,United States,58786209.5,893895083.6919436,16.8909,686913566.9,8.99847634224,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Frontier Airlines,0.0,United States,-38343000.0,1128054728.3572218,16.1333,4616497200.0,5.02512315216,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Oscar Health,0.0,United States,61649153.5,4930809771.026995,-9.49774,9245485271.3,20.382912320680003,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Lyell Immunopharma,0.0,United States,-268732027.9,376460162.7632893,-1.79762,69017.4,1.47053022476,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
VIZIO,0.0,United States,16487490.0,2196408064.292692,241.512,2198459810.0,10.9315905781,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Alignment Healthcare,0.0,United States,-195406152.8,2135925339.234221,-13.0341,2852697472.3,11.165317236340002,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Olo,0.0,United States,-30219396.4,771978023.276815,-14.8182,329510795.3,4.76218066164,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Sana Biotechnology,0.0,United States,-323226377.6,931599244.9281318,-2.26455,0.0,4.1876026268,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
E2open,0.0,United States,-1000578478.4,1327145962.893036,-2.08134,799575525.7,4.3093352613,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
LifeStance Health Group,0.0,United States,-174977002.4,2593446706.2625,-15.087,1477823574.6,6.778073088959999,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Shoals Technologies,0.0,United States,41461564.0,944528131.0824444,4.77869,581153348.1,5.667871462320001,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
23andMe,0.0,United States,-807001286.7,154290493.10261932,-0.408472,254582182.8,0.3049159028956,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Flywire,0.0,United States,1041651.5,1982317312.3918085,-71.6087,564469030.7,15.825242485,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Compass,0.0,United States,-290256510.0,3038247608.9884806,-5.45217,6631421850.0,6.0622851981,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Squarespace,0.0,United States,23292094.4,6277220419.998805,-28.6955,1413190057.6,45.18228462102,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
TaskUs,0.0,United States,102488282.8,1041078743.7881228,29.2683,1182610592.8,11.7350259658,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Hayward,0.0,United States,138639341.3,3185520334.5232263,47.6875,1272648903.5,14.80755766058,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
FIGS,0.0,United States,46035883.9,1142726779.092243,84.75,703977480.0,6.6880883255376,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Cricut,0.0,United States,138763317.0,1449701128.24874,31.2727,947703481.4,6.70016420288,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
DoubleVerify,0.0,United States,107571286.5,2821392899.1179657,53.625,783318093.7,16.60189669311,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Frontier Communications,0.0,United States,-17893400.0,8563515394.152981,52.5147,7338850200.0,34.39190389894,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Sow Good,0.0,United States,7369064.484,116338768.59002335,-9.40323,53183036.9934,11.35522014616,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Nuwellis,0.0,United States,-26745520.6,2238797.5412834883,-0.0234468,11520793.4,1.1992125289864,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Skye Bioscience,0.0,United States,-51975598.03,115817534.76948231,-0.679268,0.0,3.81753541792,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Longeveron,0.0,United States,-23249917.1,27408949.91681112,-2.09474,1570784.9,1.90876770896,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Gaming Technologies (Gametech),0.0,United States,-5495651.066,44506.425034276006,-0.00047619,131409.1296,0.000973861076,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Augmedix,0.0,United States,-30394496.1,112638478.25476515,-4.18204,65926954.2,2.27883491784,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Affinity Bancshares,0.0,United States,9148639.8,133951303.24880745,22.5789,38919423.1,20.8893200802,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Trust Stamp,0.0,United States,-9563332.126,5017186.1843906,-0.0944304,5880127.8299,0.21424943672,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Movano,0.0,United States,-34291423.0,34719261.456470944,-0.42907,1088941.2,0.3508821456828,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Skylight Health Group,0.0,Canada,-26830130.82,566176.535337348,-0.0253404,36203396.695,0.00973861076,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Greenbrook TMS,0.0,Canada,-64035749.63,5373646.606316728,-0.0512712,98882818.9364,0.117837190196,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Talis Biomedical,0.0,United States,-70451428.2,3550346.8931086403,-0.0417148,383430.0,1.947722152,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Longboard Pharmaceuticals,0.0,United States,-93183714.8,1227399776.9888177,-12.549,0.0,31.5530988624,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
ACRES Commercial Realty,0.0,United States,32387054.0,118561509.10988577,-16.3474,117572419.0,15.058813818188,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
LifeMD,0.0,United States,-24146504.25,219781964.8654218,-6.20238,227859499.2908,5.10303203824,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Reneo Pharmaceuticals,0.0,United States,-79014698.2,53930626.69361156,-0.709402,0.0,1.6132982585016,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Compass Therapeutics,0.0,United States,-70466765.4,257265721.86288965,-6.06452,1086385.0,1.86981326592,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Quipt Home Medical,0.0,United States,-2539584.7,118736211.99603155,280.0,326946926.7,2.755539914542,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Viracta Therapeutics,0.0,United States,-57943941.6,8518048.274644451,-0.16087,0.0,0.2160997727643999,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Terns Pharmaceuticals,0.0,United States,-138322372.5,705524236.5349296,-6.62791,0.0,8.35572803208,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
High Tide,0.0,Canada,-32967183.59,163420806.8618839,-2.9138,478818303.0995,2.02563103808,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Viridian Therapeutics,0.0,United States,-288026225.5,1708807011.2555585,-4.79055,368092.8,22.37932752648,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Perpetua Resources,0.0,United States,-16764326.46,600093319.6854177,-21.1778,0.0,9.27115744352,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
MyMD Pharmaceuticals,0.0,United States,-22604860.03,4201396.395080464,-5.51515,0.0,1.77242715832,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Agrify,0.0,United States,-2051350.5,4474676.420922204,-0.000205961,14813179.0,0.22398804748,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Forian,0.0,United States,1836834.196,65443020.22654935,11.3684,26037299.828,2.10353992416,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
NeuroPace,0.0,United States,-38210077.6,187947568.17894137,-3.92941,91791863.9,6.43722171236,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Vera Therapeutics,0.0,United States,-130407099.2,2348827014.5520945,-12.9286,0.0,42.84014873324001,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Asensus Surgical,0.0,United States,-100746232.5,92440918.96495809,-1.02324,12589285.0,0.3388062683404,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Alto Ingredients,0.0,United States,-38009415.9,122160011.48548044,-1.76344,1366095906.9,1.59713216464,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Waldencast,0.0,United States,-22002363.69,441305349.1525039,-15.08,0.0,3.5977349730668,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Werewolf Therapeutics,0.0,United States,-60372331.6,90652325.71277648,-1.66929,11864602.3,2.07432409188,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Nouveau Monde Graphite,0.0,Canada,-62048431.94,171344608.0295364,-2.80582,0.0,1.51435397318,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Yellow Corporation,0.0,United States,137523560.0,37762674.70507854,-0.251613,6193672600.0,0.55510081332,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Katapult Holdings,0.0,United States,-36301874.3,42385865.91395183,-1.09091,300692196.5,10.16710963344,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
JOANN,0.0,United States,-246673300.0,3955086.477877468,-0.016911,2766447450.0,0.0943671382643999,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Ikena Oncology,0.0,United States,-92272429.5,80839000.33102575,-1.01765,2356816.4,1.6751384368276,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Uranium Royalty,0.0,Canada,6838806.356,291680959.47321063,-82.8525,39936613.0441,2.40056755234,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Akoya Biosciences,0.0,United States,-64541493.8,140533887.3608155,-1.45178,119139369.6,2.8390971948628,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Stronghold Digital Mining,0.0,United States,-63300586.51,72497272.52577433,-0.187478,110035038.9708,5.00564593064,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Lightning eMotors,0.0,United States,-133096221.6,1284.522759244,-1.78731e-05,33137298.7,0.0001947722152,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
PyroGenesis Canada,0.0,Canada,-27447964.36,109997600.7433114,-6.95034,11959746.6202,0.603103399617116,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Vintage Wine Estates,0.0,United States,-159173295.9,1529442.002830468,-0.00996198,313717313.6,0.0255151601912,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Vor Biopharma,0.0,United States,-159508158.1,46547719.65390239,-0.349261,0.0,0.6805341199088,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
1stdibs.Com,0.0,United States,-23105491.8,166605488.39817604,-5.40964,109765784.2,4.19734123756,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Blade Air Mobility,0.0,United States,-83201753.8,219342293.857718,-4.50305,304672199.9,2.81445850964,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Slam Corp,0.0,United States,191335.4043,254437208.5902008,61.8889,0.0,10.84881238664,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Viant Technology,0.0,United States,-10736040.0,688097078.2796844,-18.0492,310897825.0,10.88776682968,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Inotiv,0.0,United States,-145627992.1,43304524.64871985,-0.119066,640407342.2,1.66530243996,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Design Therapeutics,0.0,United States,-81013646.6,294174573.608196,-3.97761,0.0,5.19554884046,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Largo,0.0,Canada,-76797194.7,126119115.14029644,-4.79487,203088811.9,1.96719937352,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Cantaloupe,0.0,United States,21130827.3,530955789.9629573,-742.0,343292547.6,7.27474223772,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
The Honest Company,0.0,United States,-15640109.7,355750765.46460253,-5.96721,454618891.9,3.5545929274,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
InnovAge,0.0,United States,-27885585.8,766701160.9319534,-19.3226,976283075.5,5.653263546180001,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
ON24,0.0,United States,-53363231.2,249942489.13447347,-5.16667,196360893.5,6.01846144968,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
PLBY Group (Playboy),0.0,United States,-20444487.6,52178654.51333186,-0.0905225,160848885.0,0.7061466662076,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Singular Genomics Systems,0.0,United States,-117440774.7,37793581.16018648,-11.9154,3478988.2,15.1435397318,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
"View, Inc.",0.0,United States,-544845083.3,1307041.348904348,-0.00421402,164670404.0,0.32137415508,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Treace Medical Concepts,0.0,United States,-74711335.5,348853304.7986135,-7.90411,253745027.3,5.60943979776,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
SkyWater Technology,0.0,United States,-13988804.5,417994574.1476057,-17.0566,413774650.2,8.80370412704,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Aveanna Healthcare,0.0,United States,36119106.0,970038554.413371,-4.38136,2495441682.2,5.02025384678,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Verano Holdings,0.0,United States,87861706.4,1135018910.1932497,-3.90353,1177095591.3,3.2429573830800003,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Latch,0.0,United States,-205353605.1,84900234.744604,-0.292273,61842146.6,0.4869305379999999,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Dream Finders Homes,0.0,United States,535829365.9,3278710830.462988,12.7735,5006795709.4,34.981089849920004,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Day One Biopharmaceuticals,0.0,United States,-373881314.9,1356670189.7076695,-6.18341,10470195.2,13.79961144692,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Hims &amp; Hers Health,0.0,United States,26976856.7,3773111147.806096,-80.7727,1363907799.7,17.4321132604,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
PureCycle Technologies,0.0,United States,-194866794.6,1632732038.0266964,-12.4675,0.0,9.4111012801412,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Travere Therapeutics,0.0,United States,-489628607.1,1067471781.307672,-3.09956,227046796.4,13.95542921908,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Skillsoft,0.0,United States,-368166929.8,128803130.80197269,-3.9802,685715987.2,15.64994749132,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Zeta Global,0.0,United States,-170892194.8,6601375735.330561,-21.8593,1050713229.0,28.67047007744,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Thoughtworks,0.0,United States,-128346802.0,1391483121.0179,-36.8333,1320033182.9,4.30446595592,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Remitly,0.0,United States,-116305821.9,2586394269.2402945,-23.5345,1382812176.8,13.25424924436,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Udemy,0.0,United States,-107103501.9,1136119606.9357882,-6.53846,978351041.3,7.5558959303612,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Rocket Lab,0.0,United States,-219534124.6,4824492188.726784,-27.9286,417516927.0,9.7142642331,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Origin Materials,0.0,United States,77558942.3,227035001.68748,8.1,43533364.1,1.557690791062,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
IonQ,0.0,United States,-209348945.7,2078548498.6645584,-17.0351,39883110.5,9.70939492772,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Archer Aviation,0.0,United States,-490151350.0,1220231286.889933,-1.56633,0.0,3.0141000302200003,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Allbirds,0.0,United States,-135577013.7,4394092.338466432,-0.752763,281364768.3,0.5571459215796,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
NerdWallet,0.0,United States,9330130.0,952757989.5181736,-1244.0,765581900.0,12.10509317468,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Kidpik,0.0,United States,-11510581.381,4211787.492761385,-2.09057,12947095.4855,2.158076144416,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Backblaze,0.0,United States,-63467889.8,266462600.974421,-3.625,147350870.9,6.213233664880001,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Rivian,0.0,United States,-7043609100.0,11292021704.31408,-1.79289,6408393400.0,11.199402374,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Expensify,0.0,United States,-28703569.8,169927523.30062726,-5.71429,177048802.5,1.93311423586,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
AirSculpt Technologies,0.0,United States,10723259.0,303473934.0684769,-23.3661,246705252.5,5.269367510020801,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Arteris,0.0,United States,-39566141.7,289390001.9326966,-7.97917,68122730.0,7.371641414782,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
KORE,0.0,United States,-214106033.9,39997113.24418586,-1.50968,364184370.2,2.2106646425200003,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Aura Biosciences,0.0,United States,-115471222.6,444930044.4955986,-4.515,0.0,8.96926050996,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Entrada Therapeutics,0.0,United States,119442279.3,595938158.3187814,-6.37597,305973305.7,16.0200147002,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
GlobalFoundries,0.0,United States,1104278400.0,21762843361.377804,15.0,8802274700.0,39.441373578,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Fluence Energy,0.0,United States,-58001456.1,4074276236.453788,-24.383,2739473149.5,22.5734180389268,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
HireRight,0.0,United States,-9898884.5,941907774.7715844,11.1318,919761659.2,13.98464505136,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Informatica,0.0,United States,173744914.0,7465468800.283638,-36.5652,2099883791.3,24.64355452818,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Rent the Runway,0.0,United States,-119502350.0,37271229.34713021,-5.56044,386241820.0,9.7873038138,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Solo Brands,0.0,United States,-4317421.8,82002460.47219005,5.07143,629484699.6,1.4006069995032,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Sonendo,0.0,United States,-54848383.4,3192029.31811058,-0.0462766,47876347.9,0.0438237484199999,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Context Therapeutics,0.0,United States,-23730354.89,138772055.81100237,-1.58974,0.0,1.8503360444,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Cyngn,0.0,United States,-28908193.61,7677143.582045352,-6.22794,101920.8064,3.78831958564,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Enfusion,0.0,United States,8196455.3,858724644.0852948,118.375,240730135.0,9.21272577896,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Minerva Surgical,0.0,United States,-42684705.7,3545065.6444934923,-0.00103448,66068823.3,0.39928304116,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
The Vita Coco Company,0.0,United States,90313102.2,1642352725.8967,44.6818,639078118.2,28.9236739572,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Xilio Therapeutics,0.0,United States,-87792689.0,32530757.996596403,-0.248469,3012481.7,0.74013441776,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
BlackSky Technology,0.0,United States,-21181951.3,83022825.3622912,-7.19355,135404470.2,4.46028372808,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
New Found Gold,0.0,Canada,-65468244.11,504000935.88410777,-7.51128,0.0,2.482371882724,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
